ID;QALD;IDS SPARQL;Keywords Extracted;instrTree;instrPath;Longest QT-Path;Precision;Recall;F1-Score;Runtime;Nb Call
316;Which songs made up the album Fijación Oral vol. 1 ?;undefined;songs(undefined),made(undefined),album(undefined),Fijación Oral(NE),vol.(undefined);ROOT[undefined: undefined]  songs[1: 1]    made[2: 1]      album[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      vol.[3: 3]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]    album[2: 2]      made[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      vol.[3: 3]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]    Fijación Oral[2: 3]      made[3: 1]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      album[3: 2]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      vol.[3: 3]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]    vol.[2: 4]      made[3: 1]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]      album[3: 2]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]      Fijación Oral[3: 3]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]  made[1: 2]    songs[2: 1]      album[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      vol.[3: 3]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]    album[2: 2]      songs[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]    Fijación Oral[2: 3]      songs[3: 1]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      album[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]    vol.[2: 4]      songs[3: 1]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]      album[3: 2]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]      Fijación Oral[3: 3]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]  album[1: 3]    songs[2: 1]      made[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      vol.[3: 3]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]    made[2: 2]      songs[3: 1]        Fijación Oral[4: 1]          vol.[5: 1]        vol.[4: 2]          Fijación Oral[5: 1]      Fijación Oral[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]    Fijación Oral[2: 3]      songs[3: 1]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1]    vol.[2: 4]      songs[3: 1]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]      Fijación Oral[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1]  Fijación Oral[1: 4]    songs[2: 1]      made[3: 1]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      album[3: 2]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      vol.[3: 3]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]    made[2: 2]      songs[3: 1]        album[4: 1]          vol.[5: 1]        vol.[4: 2]          album[5: 1]      album[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]    album[2: 3]      songs[3: 1]        made[4: 1]          vol.[5: 1]        vol.[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          vol.[5: 1]        vol.[4: 2]          songs[5: 1]      vol.[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1]    vol.[2: 4]      songs[3: 1]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]      album[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1]  vol.[1: 5]    songs[2: 1]      made[3: 1]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]      album[3: 2]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]      Fijación Oral[3: 3]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]    made[2: 2]      songs[3: 1]        album[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          album[5: 1]      album[3: 2]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]      Fijación Oral[3: 3]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]    album[2: 3]      songs[3: 1]        made[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          Fijación Oral[5: 1]        Fijación Oral[4: 2]          songs[5: 1]      Fijación Oral[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1]    Fijación Oral[2: 4]      songs[3: 1]        made[4: 1]          album[5: 1]        album[4: 2]          made[5: 1]      made[3: 2]        songs[4: 1]          album[5: 1]        album[4: 2]          songs[5: 1]      album[3: 3]        songs[4: 1]          made[5: 1]        made[4: 2]          songs[5: 1];;;0;0;0;144;4007735
320;Which teams participated in the 2020 UEFA Champions League Final ?;undefined;teams(undefined),participated(undefined),UEFA Champions League Final(NE);ROOT[undefined: undefined]  teams[1: 1]    participated[2: 1]      UEFA Champions League Final[3: 1]    UEFA Champions League Final[2: 2]      participated[3: 1]  participated[1: 2]    teams[2: 1]      UEFA Champions League Final[3: 1]    UEFA Champions League Final[2: 2]      teams[3: 1]  UEFA Champions League Final[1: 3]    teams[2: 1]      participated[3: 1]    participated[2: 2]      teams[3: 1];teams,UEFA Champions League Final (NE),participated;participating team,UEFA Champions League Final (match),sport;0;0;0;35;349585
335;Who is the creator of the Dinosaurs tv show ?;undefined;creator(undefined),Dinosaurs(NE),tv show(undefined);ROOT[undefined: undefined]  creator[1: 1]    Dinosaurs[2: 1]      tv show[3: 1]    tv show[2: 2]      Dinosaurs[3: 1]  Dinosaurs[1: 2]    creator[2: 1]      tv show[3: 1]    tv show[2: 2]      creator[3: 1]  tv show[1: 3]    creator[2: 1]      Dinosaurs[3: 1]    Dinosaurs[2: 2]      creator[3: 1];;;0;0;0;33;125217
344;For what literature prize was Simone de Beauvoir nominated?;undefined;literature prize(undefined),Simone de Beauvoir(NE),nominated(undefined);ROOT[undefined: undefined]  literature prize[1: 1]    Simone de Beauvoir[2: 1]      nominated[3: 1]    nominated[2: 2]      Simone de Beauvoir[3: 1]  Simone de Beauvoir[1: 2]    literature prize[2: 1]      nominated[3: 1]    nominated[2: 2]      literature prize[3: 1]  nominated[1: 3]    literature prize[2: 1]      Simone de Beauvoir[3: 1]    Simone de Beauvoir[2: 2]      literature prize[3: 1];;;0;0;0;68;138312
345;What is the website of NPR's “Tiny Desk Concert”?;undefined;website(undefined),NPR(NE),Tiny Desk Concert(NE);ROOT[undefined: undefined]  website[1: 1]    NPR[2: 1]      Tiny Desk Concert[3: 1]    Tiny Desk Concert[2: 2]      NPR[3: 1]  NPR[1: 2]    website[2: 1]      Tiny Desk Concert[3: 1]    Tiny Desk Concert[2: 2]      website[3: 1]  Tiny Desk Concert[1: 3]    website[2: 1]      NPR[3: 1]    NPR[2: 2]      website[3: 1];;;0;0;0;31;36684
348;Who was the director of Llamas with Hats ?;undefined;director(undefined),Llamas with Hats(NE);ROOT[undefined: undefined]  director[1: 1]    Llamas with Hats[2: 1]  Llamas with Hats[1: 2]    director[2: 1];director,Llamas with Hats (NE);director,Llamas with Hats (match);0;0;0;3;21336
350;Who was the original actor who played Pinhead ?;undefined;actor(undefined),played(undefined),Pinhead(NE);ROOT[undefined: undefined]  actor[1: 1]    played[2: 1]      Pinhead[3: 1]    Pinhead[2: 2]      played[3: 1]  played[1: 2]    actor[2: 1]      Pinhead[3: 1]    Pinhead[2: 2]      actor[3: 1]  Pinhead[1: 3]    actor[2: 1]      played[3: 1]    played[2: 2]      actor[3: 1];actor,played,Pinhead (NE);performer,extended play,Pinhead (match);0;0;0;12;98628
353;Who wrote the poem Howl ?;undefined;wrote(undefined),poem(undefined),Howl(NE);ROOT[undefined: undefined]  wrote[1: 1]    poem[2: 1]      Howl[3: 1]    Howl[2: 2]      poem[3: 1]  poem[1: 2]    wrote[2: 1]      Howl[3: 1]    Howl[2: 2]      wrote[3: 1]  Howl[1: 3]    wrote[2: 1]      poem[3: 1]    poem[2: 2]      wrote[3: 1];;;0;0;0;64;200511
377;What is native name of the composer of the Japanese national anthem?;undefined;name(undefined),composer(undefined),Japanese(NE),anthem(undefined);ROOT[undefined: undefined]  name[1: 1]    composer[2: 1]      Japanese[3: 1]        anthem[4: 1]      anthem[3: 2]        Japanese[4: 1]    Japanese[2: 2]      composer[3: 1]        anthem[4: 1]      anthem[3: 2]        composer[4: 1]    anthem[2: 3]      composer[3: 1]        Japanese[4: 1]      Japanese[3: 2]        composer[4: 1]  composer[1: 2]    name[2: 1]      Japanese[3: 1]        anthem[4: 1]      anthem[3: 2]        Japanese[4: 1]    Japanese[2: 2]      name[3: 1]        anthem[4: 1]      anthem[3: 2]        name[4: 1]    anthem[2: 3]      name[3: 1]        Japanese[4: 1]      Japanese[3: 2]        name[4: 1]  Japanese[1: 3]    name[2: 1]      composer[3: 1]        anthem[4: 1]      anthem[3: 2]        composer[4: 1]    composer[2: 2]      name[3: 1]        anthem[4: 1]      anthem[3: 2]        name[4: 1]    anthem[2: 3]      name[3: 1]        composer[4: 1]      composer[3: 2]        name[4: 1]  anthem[1: 4]    name[2: 1]      composer[3: 1]        Japanese[4: 1]      Japanese[3: 2]        composer[4: 1]    composer[2: 2]      name[3: 1]        Japanese[4: 1]      Japanese[3: 2]        name[4: 1]    Japanese[2: 3]      name[3: 1]        composer[4: 1]      composer[3: 2]        name[4: 1];;;0;0;0;150;2824413
378;Who is the founder of the capital of Vietnam?;undefined;founder(undefined),capital(undefined),Vietnam(NE);ROOT[undefined: undefined]  founder[1: 1]    capital[2: 1]      Vietnam[3: 1]    Vietnam[2: 2]      capital[3: 1]  capital[1: 2]    founder[2: 1]      Vietnam[3: 1]    Vietnam[2: 2]      founder[3: 1]  Vietnam[1: 3]    founder[2: 1]      capital[3: 1]    capital[2: 2]      founder[3: 1];founder,capital,Vietnam (NE);founded by,capital,Vietnam (match);0;0;0;10;122351
379;Who is the manager of the operator of Neumayer III?;undefined;manager(undefined),operator(undefined),Neumayer III(NE);ROOT[undefined: undefined]  manager[1: 1]    operator[2: 1]      Neumayer III[3: 1]    Neumayer III[2: 2]      operator[3: 1]  operator[1: 2]    manager[2: 1]      Neumayer III[3: 1]    Neumayer III[2: 2]      manager[3: 1]  Neumayer III[1: 3]    manager[2: 1]      operator[3: 1]    operator[2: 2]      manager[3: 1];manager,operator,Neumayer III (NE);director / manager,operator,Neumayer III (match);0;0;0;50;291318
380;How high is the mountain on which Günther Messner died?;undefined;mountain(undefined),Günther Messner(NE),died(undefined);ROOT[undefined: undefined]  mountain[1: 1]    Günther Messner[2: 1]      died[3: 1]    died[2: 2]      Günther Messner[3: 1]  Günther Messner[1: 2]    mountain[2: 1]      died[3: 1]    died[2: 2]      mountain[3: 1]  died[1: 3]    mountain[2: 1]      Günther Messner[3: 1]    Günther Messner[2: 2]      mountain[3: 1];Günther Messner (NE),died,mountain;Günther Messner (match),place of death,mountain;0;0;0;16;39775
383;What is the area of the capital of Spitsbergen?;undefined;area(undefined),capital(undefined),Spitsbergen(NE);ROOT[undefined: undefined]  area[1: 1]    capital[2: 1]      Spitsbergen[3: 1]    Spitsbergen[2: 2]      capital[3: 1]  capital[1: 2]    area[2: 1]      Spitsbergen[3: 1]    Spitsbergen[2: 2]      area[3: 1]  Spitsbergen[1: 3]    area[2: 1]      capital[3: 1]    capital[2: 2]      area[3: 1];area,capital,Spitsbergen (NE);area,capital,Spitsbergen (match);0;0;0;11;65562
384;What percentage of Andorra is covered with water?;undefined;percentage(undefined),Andorra(NE),covered(undefined),water(undefined);ROOT[undefined: undefined]  percentage[1: 1]    Andorra[2: 1]      covered[3: 1]        water[4: 1]      water[3: 2]        covered[4: 1]    covered[2: 2]      Andorra[3: 1]        water[4: 1]      water[3: 2]        Andorra[4: 1]    water[2: 3]      Andorra[3: 1]        covered[4: 1]      covered[3: 2]        Andorra[4: 1]  Andorra[1: 2]    percentage[2: 1]      covered[3: 1]        water[4: 1]      water[3: 2]        covered[4: 1]    covered[2: 2]      percentage[3: 1]        water[4: 1]      water[3: 2]        percentage[4: 1]    water[2: 3]      percentage[3: 1]        covered[4: 1]      covered[3: 2]        percentage[4: 1]  covered[1: 3]    percentage[2: 1]      Andorra[3: 1]        water[4: 1]      water[3: 2]        Andorra[4: 1]    Andorra[2: 2]      percentage[3: 1]        water[4: 1]      water[3: 2]        percentage[4: 1]    water[2: 3]      percentage[3: 1]        Andorra[4: 1]      Andorra[3: 2]        percentage[4: 1]  water[1: 4]    percentage[2: 1]      Andorra[3: 1]        covered[4: 1]      covered[3: 2]        Andorra[4: 1]    Andorra[2: 2]      percentage[3: 1]        covered[4: 1]      covered[3: 2]        percentage[4: 1]    covered[2: 3]      percentage[3: 1]        Andorra[4: 1]      Andorra[3: 2]        percentage[4: 1];;;0;0;0;165;1395203
387;At what coordinates was the "Sender Teutoburger Wald" erected?;undefined;coordinates(undefined),Sender Teutoburger Wald(NE),erected(undefined);ROOT[undefined: undefined]  coordinates[1: 1]    Sender Teutoburger Wald[2: 1]      erected[3: 1]    erected[2: 2]      Sender Teutoburger Wald[3: 1]  Sender Teutoburger Wald[1: 2]    coordinates[2: 1]      erected[3: 1]    erected[2: 2]      coordinates[3: 1]  erected[1: 3]    coordinates[2: 1]      Sender Teutoburger Wald[3: 1]    Sender Teutoburger Wald[2: 2]      coordinates[3: 1];;;0;0;0;91;963827
388;Where is the poet Alexander Pope buried?;undefined;poet(undefined),Alexander Pope(NE),buried(undefined);ROOT[undefined: undefined]  poet[1: 1]    Alexander Pope[2: 1]      buried[3: 1]    buried[2: 2]      Alexander Pope[3: 1]  Alexander Pope[1: 2]    poet[2: 1]      buried[3: 1]    buried[2: 2]      poet[3: 1]  buried[1: 3]    poet[2: 1]      Alexander Pope[3: 1]    Alexander Pope[2: 2]      poet[3: 1];;;0;0;0;21;253350
390;Who founded the architectural firm who planned the Elbphilharmonie?;undefined;founded(undefined),firm(undefined),planned(undefined),Elbphilharmonie(NE);ROOT[undefined: undefined]  founded[1: 1]    firm[2: 1]      planned[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        planned[4: 1]    planned[2: 2]      firm[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        firm[4: 1]    Elbphilharmonie[2: 3]      firm[3: 1]        planned[4: 1]      planned[3: 2]        firm[4: 1]  firm[1: 2]    founded[2: 1]      planned[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        planned[4: 1]    planned[2: 2]      founded[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        founded[4: 1]    Elbphilharmonie[2: 3]      founded[3: 1]        planned[4: 1]      planned[3: 2]        founded[4: 1]  planned[1: 3]    founded[2: 1]      firm[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        firm[4: 1]    firm[2: 2]      founded[3: 1]        Elbphilharmonie[4: 1]      Elbphilharmonie[3: 2]        founded[4: 1]    Elbphilharmonie[2: 3]      founded[3: 1]        firm[4: 1]      firm[3: 2]        founded[4: 1]  Elbphilharmonie[1: 4]    founded[2: 1]      firm[3: 1]        planned[4: 1]      planned[3: 2]        firm[4: 1]    firm[2: 2]      founded[3: 1]        planned[4: 1]      planned[3: 2]        founded[4: 1]    planned[2: 3]      founded[3: 1]        firm[4: 1]      firm[3: 2]        founded[4: 1];firm,planned,founded,Elbphilharmonie (NE);enterprise,project,inception,Elbphilharmonie (match);0;0;0;254;3088611
391;Where are the founders of the band Metallica from?;undefined;founders(undefined),band(undefined),Metallica(NE);ROOT[undefined: undefined]  founders[1: 1]    band[2: 1]      Metallica[3: 1]    Metallica[2: 2]      band[3: 1]  band[1: 2]    founders[2: 1]      Metallica[3: 1]    Metallica[2: 2]      founders[3: 1]  Metallica[1: 3]    founders[2: 1]      band[3: 1]    band[2: 2]      founders[3: 1];;;0;0;0;112;453520
392;Where does the Granny Smith apple variety come from?;undefined;Granny Smith(NE),apple variety(undefined),come(undefined);ROOT[undefined: undefined]  Granny Smith[1: 1]    apple variety[2: 1]      come[3: 1]    come[2: 2]      apple variety[3: 1]  apple variety[1: 2]    Granny Smith[2: 1]      come[3: 1]    come[2: 2]      Granny Smith[3: 1]  come[1: 3]    Granny Smith[2: 1]      apple variety[3: 1]    apple variety[2: 2]      Granny Smith[3: 1];Granny Smith (NE),apple variety,come;Granny Smith (match),apple cultivar,total produced;0;0;0;4;11936
